"ID";"IDTSOLI";"IDTGASTO";"TIPO";"CUENTA";"DESC_CUENTA"
1;"01";"1";"2";"7110301";"Mantenimiento de Edificios"
2;"01";"2";"2";"7110302";"Gastos Refacción Casa"
3;"01";"3";"2";"7110305";"Seguros"
4;"01";"4";"2";"7110306";"Energía Eléctrica"
5;"01";"5";"2";"7110307";"Agua"
6;"01";"6";"2";"7110308";"Alquileres Pagados"
7;"01";"7";"2";"7110308";"Alquileres Pagados"
8;"01";"8";"2";"7110314";"Impuestos"
9;"01";"9";"2";"7110312";"Servicio de Limpieza"
10;"01";"10";"2";"7110313";"Servicios de Seguridad"
11;"01";"11";"2";"7111108";"Otros Gastos Administrativos"
12;"01";"12";"2";"7111108";"Otros Gastos Administrativos"
13;"01";"13";"2";"7111001";"Transporte Público"
14;"01";"1";"3";"7131108";"Otros Gastos Almacen Distribución"
15;"01";"2";"3";"7130302";"Gastos Refacción Casa"
16;"01";"3";"3";"7131108";"Otros Gastos Almacen Distribución"
17;"01";"4";"3";"7131108";"Otros Gastos Almacen Distribución"
18;"01";"5";"3";"7131108";"Otros Gastos Almacen Distribución"
19;"01";"6";"3";"7130308";"Alquileres Pagados"
20;"01";"7";"3";"7130308";"Alquileres Pagados"
21;"01";"8";"3";"7131108";"Otros Gastos Almacen Distribución"
22;"01";"9";"3";"7131108";"Otros Gastos Almacen Distribución"
23;"01";"10";"3";"7131108";"Otros Gastos Almacen Distribución"
24;"01";"11";"3";"7130309";"Material de Consumo y Limpieza"
25;"01";"12";"3";"7131108";"Otros Gastos Almacen Distribución"
26;"01";"13";"3";"7131001";"Transporte Público"
27;"01";"1";"5";"7141108";"Otros Gastos Servicios"
28;"01";"2";"5";"7140302";"Gastos Refacción Casa"
29;"01";"3";"5";"7141108";"Otros Gastos Servicios"
30;"01";"4";"5";"7141108";"Otros Gastos Servicios"
31;"01";"5";"5";"7141108";"Otros Gastos Servicios"
32;"01";"6";"5";"7140308";"Alquileres Pagados"
33;"01";"7";"5";"7140308";"Alquileres Pagados"
34;"01";"8";"5";"7140314";"Impuestos"
35;"01";"9";"5";"7141108";"Otros Gastos Servicios"
36;"01";"10";"5";"7141108";"Otros Gastos Servicios"
37;"01";"11";"5";"7141108";"Otros Gastos Servicios"
38;"01";"12";"5";"7141108";"Otros Gastos Servicios"
39;"01";"13";"5";"7141001";"Combustible"
40;"01";"1";"1";"6121205";"Otros"
41;"01";"2";"1";"6121205";"Otros"
42;"01";"3";"1";"6121205";"Otros"
43;"01";"4";"1";"6121205";"Otros"
44;"01";"5";"1";"6121205";"Otros"
45;"01";"6";"1";"6121308";"Alquileres Pagados"
46;"01";"7";"1";"6121308";"Alquileres Pagados"
47;"01";"8";"1";"6121314";"Impuestos"
48;"01";"9";"1";"6121205";"Otros"
49;"01";"10";"1";"6121205";"Otros"
50;"01";"11";"1";"6121309";"Material de Consumo y Limpieza"
51;"01";"12";"1";"6121205";"Otros"
52;"01";"13";"1";"6120401";"Transporte Público"
53;"01";"1";"4";"5210723";"Rep y Mant de Terrenos, Edificio e Instalaciones"
54;"01";"2";"4";"5210723";"Rep y Mant de Terrenos, Edificio e Instalaciones"
55;"01";"3";"4";"5210728";"Seguros en General"
56;"01";"4";"4";"5210704";"Energia eléctrica"
57;"01";"5";"4";"5210705";"Agua"
58;"01";"6";"4";"5210736";"Otros Gastos Menores (Adm.)"
59;"01";"7";"4";"5210105";"Almacenamiento Zona Franca"
60;"01";"8";"4";"5210720";"Impuesto Bienes Inmuebles"
61;"01";"9";"4";"5210714";"Aseo y Limpieza"
62;"01";"10";"4";"5210736";"Otros Gastos Menores (Adm.)"
63;"01";"11";"4";"5210714";"Aseo y Limpieza"
64;"01";"12";"4";"5210736";"Otros Gastos Menores (Adm.)"
65;"01";"13";"4";"5210715";"Transporte del Personal"
66;"01";"1";"6";"7151108";"Otros Gastos Almacen Distribución"
67;"01";"2";"6";"7150302";"Gastos Refacción Casa"
68;"01";"3";"6";"7151108";"Otros Gastos Almacen Distribución"
69;"01";"4";"6";"7151108";"Otros Gastos Almacen Distribución"
70;"01";"5";"6";"7151108";"Otros Gastos Almacen Distribución"
71;"01";"6";"6";"7150308";"Alquileres Pagados"
72;"01";"7";"6";"7150308";"Alquileres Pagados"
73;"01";"8";"6";"7151108";"Otros Gastos Almacen Distribución"
74;"01";"9";"6";"7151108";"Otros Gastos Almacen Distribución"
75;"01";"10";"6";"7151108";"Otros Gastos Almacen Distribución"
76;"01";"11";"6";"7150309";"Material de Consumo y Limpieza"
77;"01";"12";"6";"7151108";"Otros Gastos Almacen Distribución"
78;"01";"13";"6";"7151001";"Transporte Público"
79;"01";"1";"CO";"0";"-"
80;"01";"2";"CO";"0";"-"
81;"01";"3";"CO";"0";"-"
82;"01";"4";"CO";"0";"-"
83;"01";"5";"CO";"0";"-"
84;"01";"6";"CO";"0";"-"
85;"01";"7";"CO";"0";"-"
86;"01";"8";"CO";"0";"-"
87;"01";"9";"CO";"0";"-"
88;"01";"10";"CO";"0";"-"
89;"01";"11";"CO";"0";"-"
90;"01";"12";"CO";"0";"-"
91;"01";"13";"CO";"5830602";"Transporte local"
92;"01";"1";"CS";"0";"-"
93;"01";"2";"CS";"0";"-"
94;"01";"3";"CS";"0";"-"
95;"01";"4";"CS";"0";"-"
96;"01";"5";"CS";"0";"-"
97;"01";"6";"CS";"0";"-"
98;"01";"7";"CS";"0";"-"
99;"01";"8";"CS";"0";"-"
100;"01";"9";"CS";"0";"-"
101;"01";"10";"CS";"0";"-"
102;"01";"11";"CS";"0";"-"
103;"01";"12";"CS";"0";"-"
104;"01";"13";"CS";"5820601";"Transporte local"
105;"01";"1";"PY";"6821410";"Mantenimiento inmuebles"
106;"01";"2";"PY";"6821401";"Gastos refacción casa"
107;"01";"3";"PY";"0";"-"
108;"01";"4";"PY";"6821404";"Energía eléctrica"
109;"01";"5";"PY";"6821405";"Agua"
110;"01";"6";"PY";"6821402";"Alquiler de Inmuebles"
111;"01";"7";"PY";"6821403";"Alquiler de almacenes"
112;"01";"8";"PY";"0";"-"
113;"01";"9";"PY";"6821408";"Servicios de seguridad"
114;"01";"10";"PY";"6821409";"Servicios de limpieza"
115;"01";"11";"PY";"6821407";"Material de consumo y limpieza"
116;"01";"12";"PY";"6821406";"Mobiliario"
117;"01";"13";"PY";"6820901";"Trasporte público"
118;"02";"14";"2";"7110401";"Gastos Telefonia Local"
119;"02";"15";"2";"7110402";"Gastos Telefonia Nacional"
120;"02";"16";"2";"7110403";"Gastos Telefonia Internacional"
121;"02";"17";"2";"7110404";"Gastos Telefonia Movil"
122;"02";"18";"2";"7110406";"Internet"
123;"02";"19";"2";"7110408";"Servicios Internet Movil"
124;"02";"20";"2";"7110405";"Enlaces punto a punto"
125;"02";"21";"2";"7110807";"Courrier"
126;"02";"22";"2";"7111001";"Transporte Público"
127;"02";"14";"3";"7130401";"Gastos Telefonia Local"
128;"02";"15";"3";"7130402";"Gastos Telefonia Nacional"
129;"02";"16";"3";"7130403";"Gastos Telefonia Internacional"
130;"02";"17";"3";"7130404";"Gastos Telefonia Movil"
131;"02";"18";"3";"7131108";"Otros Gastos Almacen Distribución"
132;"02";"19";"3";"7130407";"Servicios Internet Movil"
133;"02";"20";"3";"7131108";"Otros Gastos Almacen Distribución"
134;"02";"21";"3";"7130807";"Courrier"
135;"02";"22";"3";"7131001";"Transporte Público"
136;"02";"14";"5";"7140401";"Gastos Telefonia Local"
137;"02";"15";"5";"7140402";"Gastos Telefonia Nacional"
138;"02";"16";"5";"7140403";"Gastos Telefonia Internacional"
139;"02";"17";"5";"7140404";"Gastos Telefonia Movil"
140;"02";"18";"5";"7140406";"Internet"
141;"02";"19";"5";"7140408";"Servicios Internet Movil"
142;"02";"20";"5";"7140405";"Enlaces punto a punto"
143;"02";"21";"5";"7140807";"Courrier"
144;"02";"22";"5";"7141001";"Combustible"
145;"02";"14";"1";"6121401";"Gastos Telefonia Local"
146;"02";"15";"1";"6121402";"Gastos Telefonia Nacional"
147;"02";"16";"1";"6121403";"Gastos Telefonia Internacional"
148;"02";"17";"1";"6121404";"Gastos Telefonia Movil"
149;"02";"18";"1";"6121205";"Otros"
150;"02";"19";"1";"6121407";"Servicios Internet Movil"
151;"02";"20";"1";"6121205";"Otros"
152;"02";"21";"1";"6121205";"Otros"
153;"02";"22";"1";"6120401";"Transporte Público"
154;"02";"14";"4";"5210735";"Telefonos y Comunicación (Adm.)"
155;"02";"15";"4";"5210735";"Telefonos y Comunicación (Adm.)"
156;"02";"16";"4";"5210735";"Telefonos y Comunicación (Adm.)"
157;"02";"17";"4";"5210735";"Telefonos y Comunicación (Adm.)"
158;"02";"18";"4";"5210736";"Otros Gastos Menores (Adm.)"
159;"02";"19";"4";"5210736";"Otros Gastos Menores (Adm.)"
160;"02";"20";"4";"5210736";"Otros Gastos Menores (Adm.)"
161;"02";"21";"4";"5210736";"Otros Gastos Menores (Adm.)"
162;"02";"22";"4";"5210715";"Transporte del Personal"
163;"02";"14";"6";"7150401";"Gastos Telefonia Local"
164;"02";"15";"6";"7150402";"Gastos Telefonia Nacional"
165;"02";"16";"6";"7150403";"Gastos Telefonia Internacional"
166;"02";"17";"6";"7150404";"Gastos Telefonia Movil"
167;"02";"18";"6";"7151108";"Otros Gastos Almacen Distribución"
168;"02";"19";"6";"7150407";"Servicios Internet Movil"
169;"02";"20";"6";"7151108";"Otros Gastos Almacen Distribución"
170;"02";"21";"6";"7150807";"Courrier"
171;"02";"22";"6";"7151001";"Transporte Público"
172;"02";"14";"CO";"5830802";"Telefonía fija"
173;"02";"15";"CO";"5830802";"Telefonía fija"
174;"02";"16";"CO";"5830802";"Telefonía fija"
175;"02";"17";"CO";"5830801";"Telefonía móvil"
176;"02";"18";"CO";"5830803";"Internet"
177;"02";"19";"CO";"0";"-"
178;"02";"20";"CO";"0";"-"
179;"02";"21";"CO";"5830804";"Courier"
180;"02";"22";"CO";"5830602";"Transporte local"
181;"02";"14";"CS";"5820404";"Otros Servicios"
182;"02";"15";"CS";"5820404";"Otros Servicios"
183;"02";"16";"CS";"5820404";"Otros Servicios"
184;"02";"17";"CS";"5820404";"Otros Servicios"
185;"02";"18";"CS";"5820404";"Otros Servicios"
186;"02";"19";"CS";"0";"-"
187;"02";"20";"CS";"0";"-"
188;"02";"21";"CS";"5820404";"Otros Servicios"
189;"02";"22";"CS";"5820601";"Transporte local"
190;"02";"14";"PY";"6821203";"Telefonía fija"
191;"02";"15";"PY";"6821201";"Telefonía móvil nacional"
192;"02";"16";"PY";"6821202";"Telefonía móvil internacional"
193;"02";"17";"PY";"6821201";"Telefonía móvil nacional"
194;"02";"18";"PY";"6821204";"Internet"
195;"02";"19";"PY";"0";"-"
196;"02";"20";"PY";"0";"-"
197;"02";"21";"PY";"6821205";"Courier"
198;"02";"22";"PY";"6820901";"Trasporte público"
199;"03";"23";"2";"7110504";"Insumos de Computación"
200;"03";"24";"2";"7110505";"Insumos de Impresión"
201;"03";"25";"2";"7110506";"Mantenimiento y Reparación de Equipos"
202;"03";"26";"2";"7110507";"Mantenimiento SAP."
203;"03";"27";"2";"7110509";"Cableado / Switch / Hubs"
204;"03";"28";"2";"7110510";"Routers"
205;"03";"29";"2";"7110515";"Gastos Mantenimiento Software"
206;"03";"30";"2";"7110512";"Amortización Licencias Software"
207;"03";"31";"2";"7110511";"Comunicaciones"
208;"03";"32";"2";"7111001";"Transporte Público"
209;"03";"23";"3";"7130504";"Insumos de Computación"
210;"03";"24";"3";"7130505";"Insumos de Impresión"
211;"03";"25";"3";"7130506";"Mantenimiento y Reparación de Equipos"
212;"03";"26";"3";"7131108";"Otros Gastos Almacen Distribución"
213;"03";"27";"3";"7130509";"Cableado / Switch / Hubs"
214;"03";"28";"3";"7130510";"Routers"
215;"03";"29";"3";"7130506";"Mantenimiento y Reparación de Equipos"
216;"03";"30";"3";"7130512";"Amortización Licencias Software"
217;"03";"31";"3";"7131108";"Otros Gastos Almacen Distribución"
218;"03";"32";"3";"7131001";"Transporte Público"
219;"03";"23";"5";"7140504";"Insumos de Computación"
220;"03";"24";"5";"7140505";"Insumos de Impresión"
221;"03";"25";"5";"7140506";"Mantenimiento y Reparación de Equipos"
222;"03";"26";"5";"7141108";"Otros Gastos Servicios"
223;"03";"27";"5";"7140509";"Cableado / Switch / Hubs"
224;"03";"28";"5";"7140510";"Routers"
225;"03";"29";"5";"7140506";"Mantenimiento y Reparación de Equipos"
226;"03";"30";"5";"7140512";"Amortización Licencias Software"
227;"03";"31";"5";"7140511";"Comunicaciones"
228;"03";"32";"5";"7141001";"Combustible"
229;"03";"23";"1";"6121504";"Insumos de Computación"
230;"03";"24";"1";"6121505";"Insumos de Impresión"
231;"03";"25";"1";"6121506";"Mantenimiento y Reparación de Equipos"
232;"03";"26";"1";"6121205";"Otros"
233;"03";"27";"1";"6121509";"Cableado / Switch / Hubs"
234;"03";"28";"1";"6121510";"Routers"
235;"03";"29";"1";"6121506";"Mantenimiento y Reparación de Equipos"
236;"03";"30";"1";"6121512";"Amortización Licencias Software"
237;"03";"31";"1";"6121205";"Otros"
238;"03";"32";"1";"6120401";"Transporte Público"
239;"03";"23";"4";"5210703";"Materiales y herramientas menores"
240;"03";"24";"4";"5210703";"Materiales y herramientas menores"
241;"03";"25";"4";"5210724";"Reparación y Mantenimiento, Maquinaria y Equipo"
242;"03";"26";"4";"5210736";"Otros Gastos Menores (Adm.)"
243;"03";"27";"4";"5210703";"Materiales y herramientas menores"
244;"03";"28";"4";"5210703";"Materiales y herramientas menores"
245;"03";"29";"4";"5210703";"Materiales y herramientas menores"
246;"03";"30";"4";"5210703";"Materiales y herramientas menores"
247;"03";"31";"4";"5210736";"Otros Gastos Menores (Adm.)"
248;"03";"32";"4";"5210715";"Transporte del Personal"
249;"03";"23";"6";"7150504";"Insumos de Computación"
250;"03";"24";"6";"7150505";"Insumos de Impresión"
251;"03";"25";"6";"7150506";"Mantenimiento y Reparación de Equipos"
252;"03";"26";"6";"7151108";"Otros Gastos Almacen Distribución"
253;"03";"27";"6";"7150509";"Cableado / Switch / Hubs"
254;"03";"28";"6";"7150510";"Routers"
255;"03";"29";"6";"7150506";"Mantenimiento y Reparación de Equipos"
256;"03";"30";"6";"7150512";"Amortización Licencias Software"
257;"03";"31";"6";"7151108";"Otros Gastos Almacen Distribución"
258;"03";"32";"6";"7151001";"Transporte Público"
259;"03";"23";"CO";"5830304";"Accesorios"
260;"03";"24";"CO";"5830304";"Accesorios"
261;"03";"25";"CO";"0";"-"
262;"03";"26";"CO";"0";"-"
263;"03";"27";"CO";"0";"-"
264;"03";"28";"CO";"0";"-"
265;"03";"29";"CO";"0";"-"
266;"03";"30";"CO";"5830301";"Licencias Software"
267;"03";"31";"CO";"5830304";"Accesorios"
268;"03";"32";"CO";"5830602";"Transporte local"
269;"03";"23";"CS";"5820305";"Otros"
270;"03";"24";"CS";"5820305";"Otros"
271;"03";"25";"CS";"0";"-"
272;"03";"26";"CS";"0";"-"
273;"03";"27";"CS";"0";"-"
274;"03";"28";"CS";"0";"-"
275;"03";"29";"CS";"0";"-"
276;"03";"30";"CS";"5820305";"Otros"
277;"03";"31";"CS";"5830304";"Accesorios"
278;"03";"32";"CS";"5820601";"Transporte local"
279;"03";"23";"PY";"6820611";"Insumos de Computación"
280;"03";"24";"PY";"6821304";"Insumos de Impresión"
281;"03";"25";"PY";"6820609";"Mantenimiento y reparación de equipos"
282;"03";"26";"PY";"0";"-"
283;"03";"27";"PY";"6820604";"Equipos de computación"
284;"03";"28";"PY";"6820604";"Equipos de computación"
285;"03";"29";"PY";"6820609";"Mantenimiento y reparación de equipos"
286;"03";"30";"PY";"6820611";"Insumos de Computación"
287;"03";"31";"PY";"6820708";"Licencias software"
288;"03";"32";"PY";"6820901";"Trasporte público"
289;"04";"33";"2";"7110601";"Mant y Rep Maquinas, Muebles y Herramientas"
290;"04";"34";"2";"7111108";"Otros Gastos Administrativos"
291;"04";"35";"2";"7111108";"Otros Gastos Administrativos"
292;"04";"36";"2";"7111108";"Otros Gastos Administrativos"
293;"04";"37";"2";"7111108";"Otros Gastos Administrativos"
294;"04";"38";"2";"7111108";"Otros Gastos Administrativos"
295;"04";"39";"2";"7111108";"Otros Gastos Administrativos"
296;"04";"40";"2";"7111001";"Transporte Público"
297;"04";"33";"3";"7130601";"Mant y Rep Maquinas, Muebles y Herramientas"
298;"04";"34";"3";"7131108";"Otros Gastos Almacen Distribución"
299;"04";"35";"3";"7131108";"Otros Gastos Almacen Distribución"
300;"04";"36";"3";"7131108";"Otros Gastos Almacen Distribución"
301;"04";"37";"3";"7131108";"Otros Gastos Almacen Distribución"
302;"04";"38";"3";"7131108";"Otros Gastos Almacen Distribución"
303;"04";"39";"3";"7131108";"Otros Gastos Almacen Distribución"
304;"04";"40";"3";"7131001";"Transporte Público"
305;"04";"33";"5";"7140601";"Mant y Rep Maquinas, Muebles y Herramientas"
306;"04";"34";"5";"7141108";"Otros Gastos Servicios"
307;"04";"35";"5";"7141108";"Otros Gastos Servicios"
308;"04";"36";"5";"7141108";"Otros Gastos Servicios"
309;"04";"37";"5";"7141108";"Otros Gastos Servicios"
310;"04";"38";"5";"7141108";"Otros Gastos Servicios"
311;"04";"39";"5";"7141108";"Otros Gastos Servicios"
312;"04";"40";"5";"7141001";"Combustible"
313;"04";"33";"1";"6121601";"Mant y Rep Maquinas, Muebles y Herramientas"
314;"04";"34";"1";"6120705";"Materiales Varios"
315;"04";"35";"1";"6120701";"Material de Mecánica"
316;"04";"36";"1";"6120702";"Material de Electricidad"
317;"04";"37";"1";"6120703";"Material de Lubricación"
318;"04";"38";"1";"6120704";"Material de Lavado"
319;"04";"39";"1";"6121205";"Otros"
320;"04";"40";"1";"6120401";"Transporte Público"
321;"04";"33";"4";"5210724";"Reparación y Mantenimiento, Maquinaria y Equipo"
322;"04";"34";"4";"5210703";"Materiales y herramientas menores"
323;"04";"35";"4";"5210703";"Materiales y herramientas menores"
324;"04";"36";"4";"5210703";"Materiales y herramientas menores"
325;"04";"37";"4";"5210703";"Materiales y herramientas menores"
326;"04";"38";"4";"5210703";"Materiales y herramientas menores"
327;"04";"39";"4";"5210703";"Materiales y herramientas menores"
328;"04";"40";"4";"5210715";"Transporte del Personal"
329;"04";"33";"6";"7150601";"Mant y Rep Maquinas, Muebles y Herramientas"
330;"04";"34";"6";"7151108";"Otros Gastos Almacen Distribución"
331;"04";"35";"6";"7131108";"Otros Gastos Almacen Distribución"
332;"04";"36";"6";"7131108";"Otros Gastos Almacen Distribución"
333;"04";"37";"6";"7131108";"Otros Gastos Almacen Distribución"
334;"04";"38";"6";"7131108";"Otros Gastos Almacen Distribución"
335;"04";"39";"6";"7131108";"Otros Gastos Almacen Distribución"
336;"04";"40";"6";"7131001";"Transporte Público"
337;"04";"33";"CO";"0";"-"
338;"04";"34";"CO";"5830304";"Accesorios"
339;"04";"35";"CO";"5830314";"Material para Chaperío"
340;"04";"36";"CO";"5830308";"Insumos eléctricos"
341;"04";"37";"CO";"5830312";"Insumos de lubricación"
342;"04";"38";"CO";"5830313";"Material de lavado"
343;"04";"39";"CO";"5830307";"Material de sujeción"
344;"04";"40";"CO";"5830602";"Transporte local"
